uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
40585382	0.000107714877954	0.00536154779024	0.0723112801767	0.00162875213166	0.00194299612799	0.3	0.111111111111	0.692307692308	0.725
30005269	2.70489685643e-05	0.00155189525208	0.0101944286461	0.000262835477409	0.000447308461119	0.3	0.111111111111	0.384615384615	0.98125
3314758074	0.000275497705973	0.0159056748054	0.00168478152142	0.0149257438037	0.000806087122642	0.9	0.111111111111	0.923076923077	0.84375
14311688	2.47996035006e-05	0.00161697473039	0.0104759400624	0.000324922598056	0.000512540945032	0.2	0.111111111111	0.923076923077	0.7125
110457801	2.07677227261e-05	0.00148681577376	0.0530498975413	0.00685648769019	0.000354119198386	0.4	0.111111111111	0.384615384615	0.94375
269062860	0.000214821437055	0.0116805148287	0.179704312984	0.000180052649878	0.00128601182572	0.5	0.222222222222	0.846153846154	0.90625
1656126090	4.39970147672e-06	0.000595727532249	0.00162476385908	0.000923028526962	1.86378525466e-05	0.7	0.0	1.0	0.5375
758669826	5.87098428565e-06	0.000733395659449	0.000450132467555	9.52002516598e-05	6.52324839132e-05	0.6	0.111111111111	0.769230769231	0.63125
21056856	6.54013502472e-05	0.000785959853471	0.00154759829321	8.27828275303e-05	0.000279567788199	0.3	0.0	0.769230769231	0.9375
954363313	1.7117809604e-06	8.26008763202e-05	0.000240070649363	0.000140730806801	5.59135576399e-05	0.6	0.222222222222	0.615384615385	0.875
337284868	3.53673752148e-05	0.00259441843351	0.126654415442	0.0381939270518	0.000405373292889	0.5	0.333333333333	0.384615384615	0.7875
203541550	7.34226709459e-06	0.000436783421754	0.000432984564029	0.0	9.78487258698e-05	0.4	0.333333333333	0.769230769231	0.4
156333623	0.000138908902894	0.000254060271106	0.000747362795337	0.0	0.00288420768159	0.4	0.222222222222	0.615384615385	0.66875
587865313	6.25012254796e-05	0.00491600366948	0.0106188392584	0.00576996307886	0.000382075977206	0.6	0.111111111111	0.769230769231	0.99375
4750028375	2.62850332596e-05	0.00274710490186	0.000181481978982	0.000341479163562	7.45514101865e-05	1.0	0.222222222222	0.692307692308	0.9875
115703194	7.63935304639e-06	0.000128907428197	0.000914554854714	0.0	0.000284227251336	0.4	0.0	0.923076923077	0.4875
15475471	3.89041127363e-06	0.00124902537224	1.42899196049e-05	0.0	2.32973156833e-05	0.2	0.0	0.538461538462	0.225
2701352961	1.50665018415e-05	0.00136166293085	0.0306575935204	0.0153065448103	0.000102508189006	0.8	0.0	0.615384615385	0.9375
383978282	1.19824667228e-05	0.00117768825178	0.00153187938165	0.000604314640971	6.52324839132e-05	0.5	0.222222222222	0.692307692308	0.575
1031038448	1.55616450945e-06	9.2613103753e-05	8.716850959e-05	1.03478534413e-05	1.86378525466e-05	0.6	0.222222222222	0.384615384615	0.925
115402745	2.06121062752e-05	0.000604488231252	0.000961711589411	4.13914137651e-06	0.000582432892082	0.4	0.111111111111	0.923076923077	0.625
168516256	3.89041127363e-06	0.000468071632481	0.000888832999426	0.00319748671336	4.65946313666e-05	0.4	0.111111111111	0.846153846154	0.86875
293602749	1.10487680171e-05	0.000423016609034	0.0228653003598	0.0263456348615	0.000228313693696	0.5	0.111111111111	0.538461538462	0.23125
2734365015	1.01858040619e-06	8.76069900366e-05	0.000567309808315	0.000585688504777	4.65946313666e-06	0.8	0.222222222222	0.692307692308	0.05625
45025729	0.010892062251	0.000762180813318	0.00985861553543	6.00175499594e-05	0.0207905245158	0.3	0.111111111111	0.538461538462	0.8875
183825988	1.9593525869e-05	0.00169331796456	0.0150844391349	3.51827017004e-05	0.00012580550469	0.4	0.222222222222	0.538461538462	0.89375
954537696	0.000159563450019	0.00118519742235	0.0137297547564	0.096686203414	0.00132328753081	0.6	0.0	0.846153846154	0.125
187838951	0.00010381031973	0.00358562894935	0.0097800209776	0.00431298531433	0.00101576296379	0.4	0.111111111111	0.307692307692	0.975
13134132	9.4360157073e-06	2.50305685819e-06	0.0158546658017	0.00670540902995	0.000256270472516	0.2	0.111111111111	0.538461538462	0.84375
142082006	4.03895424953e-05	0.000992462044272	0.0293672137801	0.000200748356761	0.000172400136056	0.4	0.222222222222	0.846153846154	0.76875
17976923	0.000350957537731	0.00653798451359	0.00646475962926	0.00165772612129	0.00716625430418	0.2	0.0	0.846153846154	0.75
44579901	1.20532014732e-05	0.00111761488718	0.00265792504651	0.00072434974089	0.000205016378013	0.3	0.111111111111	1.0	0.775
2604799262	3.29058058998e-05	0.0028134359086	0.000307233271506	7.86436861537e-05	4.65946313666e-05	0.8	0.111111111111	0.384615384615	0.75
110445334	0.021864606501	0.0015143493992	0.0124308010643	2.69044189473e-05	0.0481275947385	0.4	0.111111111111	0.615384615385	0.8375
2560114934	9.88871811005e-06	0.000693346749718	0.0100972571928	0.0369935760526	1.86378525466e-05	0.8	0.0	0.538461538462	0.24375
18020589	2.06686940755e-05	0.00186227430249	0.00724356024773	0.000678819185748	0.00019569745174	0.2	0.111111111111	0.692307692308	0.7
